UNIT;PLANT;COMPANY;MW;YEAR;FUEL;CITY;STATE;COUNTRY;CEC_PLANT_CODE;CEC_UNIT_CODE;COMMENT
KANGBASHI 2;KANGBASHI;BEIJING ENERGY INVEST HOLDING;350;2014;COAL;Dongsheng Dist - Ordos City;Inner Mongolia;CHINA;15099;2;
KANGPING 1;KANGPING;CHINA NATL ENERGY INVEST GROUP;600;2008;COAL;Kangping County - Shenyang City;Liaoning;CHINA;21015;1;
KANGPING 2;KANGPING;CHINA NATL ENERGY INVEST GROUP;600;2009;COAL;Kangping County - Shenyang City;Liaoning;CHINA;21015;2;
KANSHAN 1;KANSHAN;JIANGSU KANSHAN POWER CO LTD;600;2006;COAL;Jiawang - Xuzhou City;Jiangsu;CHINA;32057;1;
KANSHAN 2;KANSHAN;JIANGSU KANSHAN POWER CO LTD;600;2007;COAL;Jiawang - Xuzhou City;Jiangsu;CHINA;32057;2;
KASHI 1;KASHI;HUADIAN XINJIANG POWER CO LTD;50;2002;COAL;Kashi Dist - Kezhile Sukeerzhi Pref;Xinjiang;CHINA;65050;1;assumption based on correct numbering of later units
KASHI 2;KASHI;HUADIAN XINJIANG POWER CO LTD;50;2002;COAL;Kashi Dist - Kezhile Sukeerzhi Pref;Xinjiang;CHINA;65050;2;assumption based on correct numbering of later units
KASHI 3;KASHI;HUADIAN XINJIANG POWER CO LTD;50;2006;COAL;Kashi Dist - Kezhile Sukeerzhi Pref;Xinjiang;CHINA;65050;3;assumption based on correct numbering of later units
KASHI 4;KASHI;HUADIAN XINJIANG POWER CO LTD;50;2007;COAL;Kashi Dist - Kezhile Sukeerzhi Pref;Xinjiang;CHINA;65050;4;assumption based on correct numbering of later units
KASHI 5;KASHI;HUADIAN XINJIANG POWER CO LTD;350;2014;COAL;Kashi Dist - Kezhile Sukeerzhi Pref;Xinjiang;CHINA;65050;5;
KASHI 6;KASHI;HUADIAN XINJIANG POWER CO LTD;350;2014;COAL;Kashi Dist - Kezhile Sukeerzhi Pref;Xinjiang;CHINA;65050;6;
KEQIAO;KEQIAO;EASTWIND POWER PARTNERS LTD;36;1998;COAL;Shoxin;Zhejiang;CHINA;NA;NA;
KESHIKETENG (HEXIGTEN) 1;KESHIKETENG (HEXIGTEN);INNER MONGOLIA ENERGY INV CO;1000;NA;COAL;Hexigten Qi - Chifeng City;Inner Mongolia;CHINA;NA;NA;
KESHIKETENG (HEXIGTEN) 2;KESHIKETENG (HEXIGTEN);INNER MONGOLIA ENERGY INV CO;1000;NA;COAL;Hexigten Qi - Chifeng City;Inner Mongolia;CHINA;NA;NA;
KEYOUZHONGQI 1;KEYOUZHONGQI;BEIJING ENERGY INVEST HOLDING;330;2010;COAL;Horqin Right Middle Qi - Tongliao City;Inner Mongolia;CHINA;NA;NA;
KEYOUZHONGQI 2;KEYOUZHONGQI;BEIJING ENERGY INVEST HOLDING;350;NA;COAL;Horqin Right Middle Qi - Tongliao City;Inner Mongolia;CHINA;NA;NA;
KORLA COGEN 1;KORLA COGEN;CHINA NATL ENERGY INVEST GROUP;350;NA;COAL;Korla City - Bayin'gholin Mongol AP;Xinjiang;CHINA;NA;NA;
KORLA COGEN 2;KORLA COGEN;CHINA NATL ENERGY INVEST GROUP;350;NA;COAL;Korla City - Bayin'gholin Mongol AP;Xinjiang;CHINA;NA;NA;
KUITUN 1;KUITUN;XINJIANG ELECTRIC POWER CO;135;2008;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN 2;KUITUN;XINJIANG ELECTRIC POWER CO;135;2008;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN BAOTA 1;KUITUN BAOTA;BAOTA PETROCHEMICAL GROUP;350;2016;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN BAOTA 2;KUITUN BAOTA;BAOTA PETROCHEMICAL GROUP;350;2016;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN NONGQISHI 1;KUITUN NONGQISHI;XINJIANG PROD & CONSTR CORPS;6;NA;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN NONGQISHI 2;KUITUN NONGQISHI;XINJIANG PROD & CONSTR CORPS;6;NA;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN NONGQISHI 3;KUITUN NONGQISHI;XINJIANG PROD & CONSTR CORPS;12;NA;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUITUN NONGQISHI 4;KUITUN NONGQISHI;XINJIANG PROD & CONSTR CORPS;12;NA;COAL;Kuitun County - Ili Kazakh AP;Xinjiang;CHINA;NA;NA;
KUNMING-1 NO 1;KUNMING;HUADIAN YUNNAN POWER GEN CORP;5.8;1956;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-1 NO 2;KUNMING;HUADIAN YUNNAN POWER GEN CORP;5.8;1956;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-1 NO 3;KUNMING;HUADIAN YUNNAN POWER GEN CORP;5.8;1956;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-1 NO 4;KUNMING;HUADIAN YUNNAN POWER GEN CORP;5.8;1956;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-1 NO 5;KUNMING;HUADIAN YUNNAN POWER GEN CORP;100;1987;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-1 NO 6;KUNMING;HUADIAN YUNNAN POWER GEN CORP;100;1988;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-2 NO 1;KUNMING;HUADIAN YUNNAN POWER GEN CORP;300;2005;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNMING-2 NO 2;KUNMING;HUADIAN YUNNAN POWER GEN CORP;300;2005;COAL;Kunming City;Yunnan;CHINA;NA;NA;
KUNSHAN XINYUAN 1;KUNSHAN XINYUAN;GCL-POLY ENERGY HOLDINGS LTD;25;2003;COAL;Kunshan County - Suzhou City;Jiangsu;CHINA;NA;NA;
KUNSHAN XINYUAN 2;KUNSHAN XINYUAN;GCL-POLY ENERGY HOLDINGS LTD;25;2003;COAL;Kunshan County - Suzhou City;Jiangsu;CHINA;NA;NA;
KUQA (KUCHE) 1;KUQA (KUCHE);CHINA NATL ENERGY INVEST GROUP;135;2006;COAL;Kuqa County - Aksu Prefecture;Xinjiang;CHINA;NA;NA;
KUQA (KUCHE) 2;KUQA (KUCHE);CHINA NATL ENERGY INVEST GROUP;135;2006;COAL;Kuqa County - Aksu Prefecture;Xinjiang;CHINA;NA;NA;
KUQA (KUCHE) 3;KUQA (KUCHE);CHINA NATL ENERGY INVEST GROUP;300;2012;COAL;Kuqa County - Aksu Prefecture;Xinjiang;CHINA;NA;NA;
KUQA (KUCHE) 4;KUQA (KUCHE);CHINA NATL ENERGY INVEST GROUP;300;2013;COAL;Kuqa County - Aksu Prefecture;Xinjiang;CHINA;NA;NA;
LAIBIN-A NO 1;LAIBIN-A;GUANGXI INVESTMENT GROUP CO;125;1987;COAL;Laibin City;Guangxi;CHINA;72007;1;assumption based on correct numbering of later units
LAIBIN-A NO 2;LAIBIN-A;GUANGXI INVESTMENT GROUP CO;125;1988;COAL;Laibin City;Guangxi;CHINA;72007;2;assumption based on correct numbering of later units
LAIBIN-B NO 1;LAIBIN-B;GUANGXI INVESTMENT GROUP CO;360;2000;COAL;Laibin City;Guangxi;CHINA;NA;NA;
LAIBIN-B NO 2;LAIBIN-B;GUANGXI INVESTMENT GROUP CO;360;2000;COAL;Laibin City;Guangxi;CHINA;NA;NA;
LAIBIN-C NO 1;LAIBIN-C;GUANGXI INVESTMENT GROUP CO;300;2007;COAL;Laibin City;Guangxi;CHINA;72007;3;
LAIBIN-C NO 2;LAIBIN-C;GUANGXI INVESTMENT GROUP CO;300;2007;COAL;Laibin City;Guangxi;CHINA;72007;4;
LAICHENG 1;LAICHENG;HUADIAN POWER INTL CORP;300;1999;COAL;Laiwu City;Shandong;CHINA;17027;1;
LAICHENG 2;LAICHENG;HUADIAN POWER INTL CORP;300;2000;COAL;Laiwu City;Shandong;CHINA;17027;2;
LAICHENG 3;LAICHENG;HUADIAN POWER INTL CORP;300;2002;COAL;Laiwu City;Shandong;CHINA;17027;3;
LAICHENG 4;LAICHENG;HUADIAN POWER INTL CORP;300;2003;COAL;Laiwu City;Shandong;CHINA;17027;4;
LAIWU 1;LAIWU;HUANENG SHANDONG POWER CO LTD;135;1972;COAL;Laicheng District - Laiwu City;Shandong;CHINA;NA;NA;
LAIWU 2;LAIWU;HUANENG SHANDONG POWER CO LTD;135;1973;COAL;Laicheng District - Laiwu City;Shandong;CHINA;NA;NA;
LAIWU 3;LAIWU;HUANENG SHANDONG POWER CO LTD;135;1975;COAL;Laicheng District - Laiwu City;Shandong;CHINA;NA;NA;
LAIWU 4;LAIWU;HUANENG SHANDONG POWER CO LTD;330;2009;COAL;Laicheng District - Laiwu City;Shandong;CHINA;NA;NA;
LAIWU 5;LAIWU;HUANENG SHANDONG POWER CO LTD;330;2009;COAL;Laicheng District - Laiwu City;Shandong;CHINA;NA;NA;
LAIWU 6;LAIWU;HUANENG SHANDONG POWER CO LTD;1000;2015;COAL;Laicheng District - Laiwu City;Shandong;CHINA;NA;NA;
